train_lang,test_lang,acc,f1
hu,id,0.7584839835077704,0.692242275347255
hu,it,0.691261780583768,0.650005400999676
hu,ja,0.30940141151868955,0.23301827347195972
hu,ko,0.5367923514878075,0.4208724279835391
hu,mr,0.805,0.7518142235123366
hu,nl,0.7880809137675473,0.7451008784631722
hu,pt,0.7314645337612516,0.691669710868477
hu,ru,0.7751388185984845,0.7419427666105556
hu,ta,0.7245349867139061,0.6306878306878307
hu,te,0.850453172205438,0.8164291701592623
hu,tr,0.7532985578398281,0.6896756211824705
hu,ur,0.7429531582196008,0.6622311490501297
hu,vi,0.5584505819002953,0.48555088820284426
hu,zh,0.4014056700623865,0.2802330841071761
id,af,0.7231521534700018,0.6909560210463616
id,ar,0.6022088817055338,0.5556729347137123
id,bg,0.8119211883895829,0.7773712917387257
id,de,0.7195292841321741,0.6947779505900937
id,el,0.6891212151099714,0.6498426079069519
id,en,0.7992559713884276,0.7688898123138721
id,es,0.8426967559943582,0.8126886020723505
id,et,0.7871482344506184,0.728911964806384
id,eu,0.7150446150653662,0.6351422424097538
id,fa,0.6896223421136147,0.6252768232149677
id,fi,0.7659781073446328,0.7128673746604101
id,fr,0.5306445109399206,0.5550484403875232
id,he,0.7150035893754487,0.6500104975855553
id,hi,0.6935570889059262,0.6104050833995235
id,hu,0.6503765983534769,0.5519837232960326
id,id,0.935616872819537,0.9108138238573021
id,it,0.8047945832189587,0.7757586432982023
id,ja,0.3001655484882809,0.23918454426929003
id,ko,0.5825545171339563,0.46381725119731404
id,mr,0.755,0.6870451237263464
id,nl,0.8200802162350684,0.7884790201425769
id,pt,0.8576837248953189,0.8286599326599327
id,ru,0.8199528123685768,0.7747256893011879
id,ta,0.6961913197519929,0.5730027548209367
id,te,0.8353474320241692,0.8003355704697986
id,tr,0.7425590671985272,0.6778312251321338
id,ur,0.6242370207804677,0.5159472268477008
id,vi,0.6293208268195241,0.5491193933043956
id,zh,0.3529179499328753,0.250406244172727
it,af,0.863456836561971,0.8516569200779728
it,ar,0.6705918571538521,0.6064189189189189
it,bg,0.9062713655292436,0.8961343225302617
it,de,0.8456943963114198,0.8370151888445809
it,el,0.8478153664069434,0.8342916342916342
it,en,0.8813705454080981,0.8694422195333934
it,es,0.9433568406205923,0.937105503120448
it,et,0.8788985481269045,0.8450849202264539
it,eu,0.7641419381614443,0.6961831341207534
it,fa,0.776198032370676,0.7101297143285596
it,fi,0.8611699623352166,0.8304601425793908
it,fr,0.5683347127607649,0.554857947486126
it,he,0.7762622636994496,0.7145714088683538
it,hi,0.7439020927393021,0.6756936448992168
it,hu,0.8567174636538798,0.8076923076923077
it,id,0.8466539803361878,0.8030990693623069
it,it,0.9756610851862019,0.9723897845079742
it,ja,0.3605471813191601,0.28614494151694203
it,ko,0.6125523686754754,0.4873750101617755
it,mr,0.8225,0.7561327561327562
it,nl,0.9042636672770076,0.8873242742143678
it,pt,0.9263846751748865,0.9202484734183558
it,ru,0.906116571982522,0.890986409776557
it,ta,0.7573073516386183,0.6652587117212249
it,te,0.8444108761329305,0.8115702479338842
it,tr,0.7889945791142478,0.7310775760433859
it,ur,0.7402784445511282,0.6419001218026797
it,vi,0.6117769671704012,0.5405939615555666
it,zh,0.4506436073600253,0.33512464938265135
ja,af,0.4779010720331014,0.34831460674157305
ja,ar,0.4555914723312553,0.31688076328553916
ja,bg,0.4895270060289639,0.35939706162946006
ja,de,0.4791236608555457,0.3392848329771039
ja,el,0.4378143801163823,0.30439285931883264
ja,en,0.44287265295695494,0.3031734019474295
ja,es,0.4390070521861777,0.2847637115270266
ja,et,0.6371885642588277,0.5153488118149679
ja,eu,0.6454451130940029,0.5350594926289007
ja,fa,0.4370675975880673,0.2665739251401991
ja,fi,0.608609934086629,0.5009800490024502
ja,fr,0.3456845143354343,0.18943926041805878
ja,he,0.6280210576692988,0.4679029957203994
ja,hi,0.4486753556520998,0.2270185421367605
ja,hu,0.5505342441758627,0.39047565182964766
ja,id,0.5781795115762766,0.4213352990732941
ja,it,0.4446152438466465,0.2770337936977432
ja,ja,0.9800470506229851,0.9722483304476873
ja,ko,0.573638414437641,0.43059325650874947
ja,mr,0.645,0.5391566265060241
ja,nl,0.5052750893713489,0.36459629046079
ja,pt,0.4805054785246847,0.31653107969354716
ja,ru,0.5718898575104604,0.445655440990055
ja,ta,0.6465899025686448,0.494407158836689
ja,te,0.6359516616314199,0.5394853593611358
ja,tr,0.6049913061266237,0.47976069246435843
ja,ur,0.4518208627666141,0.21038783862794774
ja,vi,0.40020844189682125,0.2637030140812289
ja,zh,0.6619284529732291,0.5672314775262235
ko,af,0.5529433891292082,0.4351336606655756
ko,ar,0.5669976140998999,0.38622352522125103
ko,bg,0.6057554851140531,0.49223068877932163
ko,de,0.5729594527400667,0.4640430844268958
ko,el,0.5666239274090147,0.44258041156236805
ko,en,0.6029665346787585,0.5135794406883835
ko,es,0.48990691114245416,0.3737389865443514
ko,et,0.6998117942283564,0.6323603846802767
ko,eu,0.6099190703465449,0.4910317838597196
ko,fa,0.5971437638844811,0.4262886597938145
ko,fi,0.6770244821092278,0.6148641859530428
ko,fr,0.3708855924110269,0.2796256412264557
ko,he,0.7050729839674563,0.5788703090082453
ko,hi,0.5186699605304257,0.40288286924939465
ko,hu,0.5304781923279033,0.4257681525861595
ko,id,0.5736600063431653,0.4882633984212713
ko,it,0.5436361972733096,0.3984041630529055
ko,ja,0.5077110743225581,0.41259579792503
ko,ko,0.940890536040391,0.9165343615332274
ko,mr,0.755,0.67816091954023
ko,nl,0.5631702851164008,0.47999785643471504
ko,pt,0.5378482060025574,0.42549066348827963
ko,ru,0.6903222587336323,0.6027898564504338
ko,ta,0.604074402125775,0.4909190974133187
ko,te,0.729607250755287,0.6781893004115227
ko,tr,0.6600184105553851,0.580070536194632
ko,ur,0.5152595843906453,0.3557020946470132
ko,vi,0.5425568872676741,0.4019417475728156
ko,zh,0.5694148306088604,0.4389629368338835
mr,af,0.5978935489937935,0.5464961636828645
mr,ar,0.4303855922419764,0.30105205011675495
mr,bg,0.5431039840885077,0.4770450751252087
mr,de,0.5114168185996052,0.45256445139786405
mr,el,0.4545813196567709,0.3986612967269839
mr,en,0.5362594201047388,0.47844079803382966
mr,es,0.44234696755994357,0.4071621795697539
mr,et,0.6750313676286073,0.5863295035423356
mr,eu,0.6468561942311682,0.5459590704127645
mr,fa,0.5277689622342113,0.36632212907951495
mr,fi,0.6814677495291902,0.6048373418365617
mr,fr,0.33444748625878057,0.29497879128448684
mr,he,0.5488155061019383,0.44041986989946774
mr,hi,0.4770139421302212,0.39395976625122825
mr,hu,0.488877211420564,0.38178482788388907
mr,id,0.4932603869330796,0.4336827599783454
mr,it,0.487674993137524,0.4155484909789026
mr,ja,0.14141326130521914,0.05539311241065626
mr,ko,0.602938016972822,0.43630267362869574
mr,mr,0.84,0.7667161961367014
mr,nl,0.5063649838695614,0.45067476719286886
mr,pt,0.44818594388586613,0.41908016436731294
mr,ru,0.5969306655451883,0.5067333380716857
mr,ta,0.5837023914969,0.45895953757225433
mr,te,0.7900302114803626,0.7246376811594203
mr,tr,0.6762810678122123,0.5847735860744595
mr,ur,0.4533982580069954,0.33387874231636666
mr,vi,0.5132013201320133,0.3833439965877586
mr,zh,0.16804864566058597,0.04222354049621384
nl,af,0.8758698514199736,0.8643422209200117
nl,ar,0.6208342953898253,0.5560309136075076
nl,bg,0.8870656970601032,0.8751548340830562
nl,de,0.8966414031069658,0.892367676357499
nl,el,0.8666535161258506,0.8530361420685344
nl,en,0.8703538127474774,0.8581005778166418
nl,es,0.8972299012693935,0.8795798978485931
nl,et,0.8748655673059688,0.8406895340375881
nl,eu,0.7754305872587673,0.7200617717253966
nl,fa,0.7445255474452555,0.6684570866588493
nl,fi,0.8564030131826742,0.8246871149730887
nl,fr,0.5440037350650453,0.53271790568105
nl,he,0.7663316582914573,0.7042214532871972
nl,hi,0.7446119771701167,0.678026292211706
nl,hu,0.8630232965493081,0.8231830004416745
nl,id,0.8422930542340628,0.7971513684602496
nl,it,0.881141916003294,0.8666750040885435
nl,ja,0.4324300775463971,0.3481410461276233
nl,ko,0.6009238371468472,0.48653979854160934
nl,mr,0.82,0.7646219686162624
nl,nl,0.9792920045339611,0.9765549676660787
nl,pt,0.8746834490885841,0.8536809693285881
nl,ru,0.8839697485939939,0.8666409449984995
nl,ta,0.7475642161204605,0.6638566912539515
nl,te,0.8549848942598187,0.8214876033057851
nl,tr,0.7864375575329856,0.7299175500588929
nl,ur,0.7365749948563198,0.6428513171845689
